,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
1305,1305,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:59,530,,Quarantine latest pickup line  pic.twitter.com/6R0TePN9W7,[],[],317655187,317655187,Marjoh_,Maram,2,23,https://twitter.com/Marjoh_/status/1247592334562414592,FALSE,11,1,2,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '317655187', 'username': 'Marjoh_'}]",,,,,quarantin   latest   kup   line      twitter      rtepnw  ,-1
1306,1306,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:59,530,,"My version of ""Zinda ho tum"" from ZNMD. wrote this by keeping our current situation into consideration. @Javedakhtarjadu @FarOutAkhtar
#coronavirus #lockdowneffect #Day12OfLockdown pic.twitter.com/Xu4bbnwvlp","['#coronavirus', '#lockdowneffect', '#day12oflockdown']",[],591813120,591813120,viral19,viral,2,23,https://twitter.com/viral19/status/1247592296851226624,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '591813120', 'username': 'viral19'}, {'user_id': '122995784', 'username': 'Javedakhtarjadu'}, {'user_id': '97865628', 'username': 'FarOutAkhtar'}]",,,,,version   zinda   ho   tum   znmd   wrote   keep   current   situat   consider   coronaviru   lockdowneffect   dayoflockdown      twitter      xubbnwvlp  ,0
1307,1307,1.24759E+18,1.24757E+18,1.58628E+12,07-04-2020 23:59,530,,those #WristBags r from my store's inventory.... keeping them open in d hope once it starts raining... I wud start my rainwater harvesting ... for the next season of Lockdown like situation. God forbid.  pic.twitter.com/eqSirop0km,['#wristbags'],[],75307378,75307378,TruthYOuRstRuLy,"🇮🇳Adarsh Saxena,CA #FundManager #RiskManager🇮🇳",2,23,https://twitter.com/TruthYOuRstRuLy/status/1247592294691172353,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '75307378', 'username': 'TruthYOuRstRuLy'}, {'user_id': '407505502', 'username': 'Nawaaban'}]",,,,,wristbag   r   store   inventori   keep   open   hope   start   rain   wud   start   rainwat   harvest   next   season   lockdown   like   situat   god   forbid      twitter      eqsiropkm  ,0
1308,1308,1.24759E+18,1.24754E+18,1.58628E+12,07-04-2020 23:59,530,,"And this man had moved to Honble HC Kerala to seek the directions regarding delivery of liquor during COVID 19 outbreak. Honble court slapped him a fine of 50,000 😂  pic.twitter.com/BuWMSerxMz",[],[],2283683102,2283683102,tiwanamardeep,Amardeep Tiwana,2,23,https://twitter.com/tiwanamardeep/status/1247592263019970560,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2283683102', 'username': 'tiwanamardeep'}, {'user_id': '2891995297', 'username': 'manuparida1'}]",,,,,man   move   honbl   hc   kerala   seek   direct   regard   deliveri   liquor   covid   outbreak   honbl   court   slap   fine      twitter      buwmserxmz  ,0
1309,1309,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:59,530,,"#IndiaChileHRExchange: You are invited! Thrilled to be invited by @ @Claudia_Raffo_  from Chile to a webinar around  “ Will the present leadership be relevant in a  post #Covid business world?”. 
Join us on  https://bit.ly/3bZZMm4 
On 8 April, 2020 (Wednesday) 8 PM IST pic.twitter.com/UZgafKQpIv","['#indiachilehrexchange', '#covid']",[],52628364,52628364,PrabirJha,Prabir Jha,2,23,https://twitter.com/PrabirJha/status/1247592249778507776,FALSE,6,0,5,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '52628364', 'username': 'PrabirJha'}, {'user_id': '935580207758626817', 'username': 'Claudia_Raffo_'}]",,,,,indiachilehrexchang   invit   thrill   invit   chile   webinar   around   present   leadership   relev   post   covid   busi   world   join   u   http   bit   ly   bzzmm   april   wednesday   pm   ist      twitter      uzgafkqpiv  ,0
1310,1310,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:59,530,,"If all Mobile service providers , send an SMS related to COVID19 & help users to share their Health status to Govt , this would actually help track COVID cases in an hotspot quickly @CMOMaharashtra @PMOIndia",[],[],1953787752,1953787752,vikas_vvs,maxWrist_India,2,23,https://twitter.com/vikas_vvs/status/1247592247962423296,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1953787752', 'username': 'vikas_vvs'}, {'user_id': '2597666894', 'username': 'CMOMaharashtra'}, {'user_id': '471741741', 'username': 'PMOIndia'}]",,,,,mobil   servic   provid   send   sm   relat   covid   help   user   share   health   statu   govt   would   actual   help   track   covid   case   hotspot   quickli  ,-1
1311,1311,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:59,530,,"COVID-19 deaths worldwide:

🇮🇹ITA: 17,127
🇪🇸ESP: 13,897
🇺🇸USA: 12,274
🇫🇷FRA: 10,328
🇬🇧GBR: 6,159
🇮🇷IRI: 3,872
🇨🇳CHN: 3,331
🇳🇱NED: 2,101
🇧🇪BEL: 2,035
🇩🇪GER: 1,942
🇨🇭SUI: 821
🇹🇷TUR: 725
🇸🇪SWE: 591
🇧🇷BRA: 582
🇨🇦CAN: 374
🇵🇹POR: 345
🇦🇹AUT: 243
🇮🇩INA: 221
🇮🇪IRL: 210
🇩🇰DEN: 203",[],[],1.10317E+18,1.10317E+18,AgamGup12901630,आगम Agam🇮🇳,2,23,https://twitter.com/AgamGup12901630/status/1247592242539188224,FALSE,0,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1103169520255016961', 'username': 'AgamGup12901630'}]",,,,,covid   death   worldwid   ita   esp   usa   fra   gbr   iri   chn   ned   bel   ger   sui   tur   swe   bra   por   aut   ina   irl   den  ,0
1312,1312,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:58,530,,Can India win the fight against deadly coronavirus?  pic.twitter.com/N9RL4W8V01,[],[],8.42593E+17,8.42593E+17,MfqFYGV27Bqvphv,Narendr kumar Chaturvedi,2,23,https://twitter.com/MfqFYGV27Bqvphv/status/1247592211073527808,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '842592887242199040', 'username': 'MfqFYGV27Bqvphv'}]",,,,,india   win   fight   deadli   coronaviru      twitter      nrlwv  ,-1
1313,1313,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:58,530,,"13 guards from Malik Riaz house
19 guards of Bahria Town Lahore have tested positive for corona. Area sealed.
Police has locked down Shahkam Chowk, and not allowing to enter. They said  that Bahria is being declared as RED ZONE for COVID-19
#lockdowneffect #StayHome #COVID","['#lockdowneffect', '#stayhome', '#covid']",[],1179887760,1179887760,AatifAzio1,Aatif,2,23,https://twitter.com/AatifAzio1/status/1247592157965365253,FALSE,25,1,22,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1179887760', 'username': 'AatifAzio1'}]",,,,,guard   malik   riaz   hous   guard   bahria   town   lahor   test   posit   corona   area   seal   polic   lock   shahkam   chowk   allow   enter   said   bahria   declar   red   zone   covid   lockdowneffect   stayhom   covid  ,1
1314,1314,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:58,530,,UAE Lockdown Day I don't know anymore.  pic.twitter.com/TXprMEVemF,[],[],78539854,78539854,jandiseeks,princess,2,23,https://twitter.com/jandiseeks/status/1247592142874333186,FALSE,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '78539854', 'username': 'jandiseeks'}]",,,,,uae   lockdown   day   know   anymor      twitter      txprmevemf  ,0
1315,1315,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:58,530,,"🇺🇸 United States

- Coronavirus Cases: 386,194

- Deaths: 12,246

- Recovered: 21,316
#coronavirus",['#coronavirus'],[],1.10317E+18,1.10317E+18,AgamGup12901630,आगम Agam🇮🇳,2,23,https://twitter.com/AgamGup12901630/status/1247592087412858880,FALSE,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1103169520255016961', 'username': 'AgamGup12901630'}]",,,,,unit   state   coronaviru   case   death   recov   coronaviru  ,1
1316,1316,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:58,530,,@hinaparvezbutt Plz also put a special focus to provide every possible help to much needed sector of the society #DisablePeople amid this lock down #Coronavirus,"['#disablepeople', '#coronavirus']",[],95868707,95868707,MZASADI,Muhammad zamir asadi,2,23,https://twitter.com/MZASADI/status/1247592072649064450,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '95868707', 'username': 'MZASADI'}, {'user_id': '1473339486', 'username': 'hinaparvezbutt'}]",,,,,plz   also   put   special   focu   provid   everi   possibl   help   much   need   sector   societi   disablepeopl   amid   lock   coronaviru  ,-1
1317,1317,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:58,530,,"@d2h_online what's offered from Videocon d2h?

Dish TV, Airtel, Tata Sky Offer Free Access to Service Channels Amid Coronavirus Lockdown
 https://gadgets.ndtv.com/telecom/news/dish-tv-tata-sky-airtel-free-service-channels-coronavirus-lockdown-2207450 …",[],[],1631118266,1631118266,vinayr1981,Vinay,2,23,https://twitter.com/vinayr1981/status/1247592036787605504,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1631118266', 'username': 'vinayr1981'}, {'user_id': '193584932', 'username': 'd2h_online'}]",,,,,offer   videocon   dh   dish   tv   airtel   tata   sky   offer   free   access   servic   channel   amid   coronaviru   lockdown   http   gadget   ndtv      tele   news   dish   tv   tata   sky   airtel   free   servic   channel   coronaviru   lockdown   share   via   ndtv   news   app   android   http   ndtv      android   iphon   http   ndtv      iphon  ,0
1318,1318,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:58,530,,"NEW:- CANADA 🇨🇦 
New cases :- 1158
New deaths:- 51
#corona
#covid19canada","['#corona', '#covid19canada']",[],461897669,461897669,VikasRaiAdv,Vikas rai‏,2,23,https://twitter.com/VikasRaiAdv/status/1247591979552108545,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '461897669', 'username': 'VikasRaiAdv'}]",,,,,new   canada   new   case   new   death   corona   covidcanada  ,0
1319,1319,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:57,530,,"We have a few weeks lockdown..
Imagine a whole life time... 💔😢@surender Rajera pic.twitter.com/RSrbxdvrht",[],[],1.2226E+18,1.2226E+18,NARENDERSAINI04,NARENDER SAINI,2,23,https://twitter.com/NARENDERSAINI04/status/1247591950355742721,FALSE,6,1,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1222600819536613377', 'username': 'NARENDERSAINI04'}, {'user_id': '12773272', 'username': 'surender'}]",,,,,week   lockdown   imagin   whole   life   time   surend   rajera      twitter      rsrbxdvrht  ,0
1320,1320,1.24759E+18,1.24758E+18,1.58628E+12,07-04-2020 23:57,530,,"I think during this three day lockdown in Lohegaon, even they won't be allowed in. But, BigBasket and Dunzo are operational, if you manage to get a slot or rider.",[],[],14277764,14277764,sahilk,Sahil Khan,2,23,https://twitter.com/sahilk/status/1247591942004682759,FALSE,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '14277764', 'username': 'sahilk'}, {'user_id': '98891342', 'username': 'DimpledJalebi'}]",,,,,think   three   day   lockdown   lohegaon   even   allow   bigbasket   dunzo   oper   manag   get   slot   rider  ,1
1321,1321,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:57,530,,"COVID-19 is also prevalent in our populated Bangladesh, which can take the form of epidemic. We do not have adequate medical facilities in the developed world. In our country there are 5million+ people who are spending half a day, starving, at this difficult moment.  pic.twitter.com/l0ExorkatK",[],[],3252294960,3252294960,shamimshah264,jobayera0,2,23,https://twitter.com/shamimshah264/status/1247591856692588544,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '3252294960', 'username': 'shamimshah264'}]",,,,,covid   also   preval   popul   bangladesh   take   form   epidem   adequ   medic   facil   develop   world   countri   million   peopl   spend   half   day   starv   difficult   moment      twitter      lexorkatk  ,-1
1322,1322,1.24759E+18,1.247E+18,1.58628E+12,07-04-2020 23:57,530,,"She thinks people travel across city just to buy groceries from Hiranandani. 
I doubt she understands the meaning of Pandemic or is aware at the chaos it is causing world wide.",[],[],48299971,48299971,BabaTweetnath,Nikhil Agate,2,23,https://twitter.com/BabaTweetnath/status/1247591792033357824,FALSE,1,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '48299971', 'username': 'BabaTweetnath'}, {'user_id': '746681642647851012', 'username': 'KingBailando42'}, {'user_id': '352273912', 'username': 'JayatiMukherjee'}]",,,,,think   peopl   travel   across   citi   buy   groceri   hiranandani   doubt   understand   mean   pandem   awar   chao   caus   world   wide  ,1
1323,1323,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:57,530,,"Removing from import alert means these ingredients and finished drugs are not subject to detention without physical examination under this import alert. Other products from the facilities otherwise remain on import alert.

#COVID",['#covid'],[],17670329,17670329,sidhant,Sidhant Sibal,2,23,https://twitter.com/sidhant/status/1247591787327176704,FALSE,25,1,16,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '17670329', 'username': 'sidhant'}]",,,,,remov   import   alert   mean   redi   finish   drug   subject   detent   without   physic   examin   import   alert   product   facil   otherwis   remain   import   alert   covid  ,0
1324,1324,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:57,530,,"When China, quarantine & trolls dare to dishearten you, always rekindle your lamp of hope and courage 😎 Here's Vol 2 of ""When Classics meet Comedy meets Corona ☣"" manoranjan in nationwide lockdown!
.
#manojkumar…  https://www.instagram.com/p/B-sItmQlgez/?igshid=6ag8wm2i74df …",['#manojkumar'],[],4836109955,4836109955,RawalOjas,Ojas Rawal,2,23,https://twitter.com/RawalOjas/status/1247591774526283777,FALSE,4,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '4836109955', 'username': 'RawalOjas'}]",,,,,china   quarantin   troll   dare   dishearten   alway   rekindl   lamp   hope   courag   vol   classic   meet   edi   meet   corona   manoranjan   nationwid   lockdown   manojkumar   http   ww   instagram      p   b   sitmqlgez   igshid   agwmidf  ,-1
1325,1325,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:56,530,,"As a lockdown is in effect, the parents of our kids who are mostly daily wage workers, like rickshaw and taxi drivers, maids who are unable to go to work and in turn not able to provide even for the basic needs of the family
Help us Support these families.  http://impactgu.ru/upi-families-in-ganesh-nagar-community …",[],[],1.08049E+18,1.08049E+18,mukeshtiwari02_,Mukesh Tiwari,2,23,https://twitter.com/mukeshtiwari02_/status/1247591710248456192,FALSE,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1080492442682617856', 'username': 'mukeshtiwari02_'}]",,,,,lockdown   effect   parent   kid   mostli   daili   wage   worker   like   rickshaw   taxi   driver   maid   unabl   go   work   turn   abl   provid   even   basic   need   famili   help   u   support   famili   http   impactgu   ru   upi   famili   ganesh   nagar   mun  ,1
1326,1326,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:56,530,,"Looking the situation of current Stock Market it's worthwhile relevant -- Blow- blow thou winter wind, you are not so unkind,
As the Corona in every mind.",[],[],9.52954E+17,9.52954E+17,Nagendra3456044,Nagendra Prasad,2,23,https://twitter.com/Nagendra3456044/status/1247591612294692864,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '952953825651982341', 'username': 'Nagendra3456044'}]",,,,,look   situat   current   stock   market   worthwhil   relev   blow   blow   thou   winter   wind   unkind   corona   everi   mind  ,1
1327,1327,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:56,530,,"NEW: China ended its lockdown of #Wuhan, where the coronavirus pandemic began
.",['#wuhan'],[],1.2469E+18,1.2469E+18,AdnanAh90693359,Adnan Ahmad 2.0,2,23,https://twitter.com/AdnanAh90693359/status/1247591597878857728,FALSE,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1246898957868916736', 'username': 'AdnanAh90693359'}]",,,,,new   china   end   lockdown   wuhan   coronaviru   pandem   began  ,1
1328,1328,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:56,530,,"Investing In Gold Is like Social Distancing from Others...!!! 😀

Gold June Future Prices Hit 8 Years High Today $1742.

#goldprice #gold #Social_Distancing #investing #silver #goldjewellery
#Bitcoin #goldstandard #coronavirus  https://twitter.com/KitcoNewsNOW/status/1247523782605987841 …","['#goldprice', '#gold', '#social_distancing', '#investing', '#silver', '#goldjewellery', '#bitcoin', '#goldstandard', '#coronavirus']",[],1.23072E+18,1.23072E+18,Goldjain797,Akshit Jain,2,23,https://twitter.com/Goldjain797/status/1247591520233852929,FALSE,0,0,0,https://twitter.com/KitcoNewsNOW/status/1247523782605987841,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1230722139088490496', 'username': 'Goldjain797'}]",,,,,invest   gold   like   social   distanc   other   gold   june   futur   price   hit   year   high   today   goldpric   gold   social   distanc   invest   silver   goldjewelleri   bitcoin   goldstandard   coronaviru   http   twitter      kitconewsnow   statu  ,0
1329,1329,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:55,530,,Better to stop politics over COVID-19 fight. MPLADs of MPs should be spent on health care and patient care in the constituencies from where the MPs have been elected. MPs should be allowed to propose priority areas of their constituencies  https://twitter.com/OmarAbdullah/status/1247555467422785537 …,[],[],259851592,259851592,KashmirHorizon,Kashmir Horizon,2,23,https://twitter.com/KashmirHorizon/status/1247591429666246656,FALSE,1,0,1,https://twitter.com/OmarAbdullah/status/1247555467422785537,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '259851592', 'username': 'KashmirHorizon'}]",,,,,better   stop   polit   covid   fight   mplad   mp   spent   health   care   patient   care   constitu   mp   elect   mp   allow   propos   prioriti   area   constitu   http   twitter      omarabdullah   statu  ,-1
1330,1330,1.24759E+18,1.24758E+18,1.58628E+12,07-04-2020 23:55,530,,Please don't blame modi if your mom dies with Coronavirus 😒,[],[],1.10317E+18,1.10317E+18,AgamGup12901630,आगम Agam🇮🇳,2,23,https://twitter.com/AgamGup12901630/status/1247591425350307840,FALSE,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1103169520255016961', 'username': 'AgamGup12901630'}, {'user_id': '295516227', 'username': '5tanleee'}, {'user_id': '292558545', 'username': 'NorbertElekes'}]",,,,,pleas   blame   modi   mom   dy   coronaviru  ,-1
1331,1331,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:55,530,Hajipur Vaishali,"On the account of World Health Day I salute to all the doctors,medical workers and health heroes of the world.They are doing very hard work during the present time and helping the Corona Patient to fight with #CoronaPandemic. pic.twitter.com/PDenFWyM5g – at Hajipur Vaishali",['#coronapandemic'],[],1.18808E+18,1.18808E+18,PrVihaan,Pranav Pr.Patel (Vijval Vihaan),2,23,https://twitter.com/PrVihaan/status/1247591290499284997,FALSE,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1188076235856830464', 'username': 'PrVihaan'}]",,,,,account   world   health   day   salut   doctor   medic   worker   health   hero   world   hard   work   present   time   help   corona   patient   fight   coronapandem      twitter      pdenfwymg   hajipur   vaishali  ,-1
1332,1332,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:54,530,,"India’s Covid-19 testing figures show a  mysterious, recurring pattern  https://scroll.in/article/958356/indias-covid-19-testing-figures-show-a-mysterious-recurring-pattern … via @scroll_in",[],[],813754363,813754363,Ravidevt,Ravidev | ரவிதேவ்,2,23,https://twitter.com/Ravidevt/status/1247591209591136257,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '813754363', 'username': 'Ravidevt'}, {'user_id': '414946220', 'username': 'scroll_in'}]",,,,,india   covid   test   figur   show   mysteri   recur   pattern   http   scroll   articl   india   covid   test   figur   show   mysteri   recur   pattern   via  ,0
1333,1333,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:54,530,,"As we all know the present  http://situation.my  family has kept coming festival EASTER back
Just praying to God that this deadly devil corona virus go away quickly from my country INDIA.",[],[],1.24451E+18,1.24451E+18,PramodS00716697,Pramod Singh,2,23,https://twitter.com/PramodS00716697/status/1247591128930512896,FALSE,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1244507744981233664', 'username': 'PramodS00716697'}]",,,,,know   present   http   situat   famili   kept   e   festiv   easter   back   pray   god   deadli   devil   corona   viru   go   away   quickli   countri   india  ,1
1334,1334,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:54,530,,"I believe if Govt authorities r able to think #OOB, India can take lead in recovery from this #ChinaVirus #Coronavirus. India can inch higher to be D economic superpower if #GOI luks beyond #babudom bureaucracy, the lickers of 10JP. Many possibilities exists if PM intends @RBI pic.twitter.com/P5J0xQXkG7","['#oob', '#chinavirus', '#coronavirus', '#goi', '#babudom']",[],75307378,75307378,TruthYOuRstRuLy,"🇮🇳Adarsh Saxena,CA #FundManager #RiskManager🇮🇳",2,23,https://twitter.com/TruthYOuRstRuLy/status/1247591064141094913,FALSE,1,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '75307378', 'username': 'TruthYOuRstRuLy'}, {'user_id': '968548137924046848', 'username': 'sas96553801'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '67358777', 'username': 'BW'}, {'user_id': '1192236064649490432', 'username': 'colhunnybakshi'}, {'user_id': '1130909456', 'username': 'AK7CAV'}, {'user_id': '407505502', 'username': 'Nawaaban'}, {'user_id': '39980129', 'username': 'SunilLulla'}, {'user_id': '14895776', 'username': 'iab'}, {'user_id': '2371536685', 'username': 'gssjodhpur'}, {'user_id': '2163928572', 'username': 'ajitsinghpundir'}, {'user_id': '774949777951690752', 'username': 'OmMathur_bjp'}, {'user_id': '145597068', 'username': 'bahl65'}, {'user_id': '90822152', 'username': 'medanta'}, {'user_id': '3437532637', 'username': 'myogiadityanath'}, {'user_id': '1045300442299740161', 'username': 'DrAlkaRay2'}, {'user_id': '18304860', 'username': 'Sootradhar'}, {'user_id': '1085192208955756548', 'username': 'ShishirGoUP'}, {'user_id': '478432912', 'username': 'RBI'}]",,,,,believ   govt   author   r   abl   think   oob   india   take   lead   recoveri   chinaviru   coronaviru   india   inch   higher   econom   superpow   goi   luk   beyond   babudom   bureaucraci   licker   jp   mani   possibl   exist   pm   intend      twitter      pjxqxkg  ,1
1335,1335,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:54,530,,"Stay home. 
Sanitize. 
    Together we can stop corona virus spreading.  pic.twitter.com/6VCcN8GzAZ",[],[],1.08474E+18,1.08474E+18,ShidProSenior,ShidPro,2,23,https://twitter.com/ShidProSenior/status/1247591027378139139,FALSE,3,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1084738611508068352', 'username': 'ShidProSenior'}]",,,,,stay   home   sanit   togeth   stop   corona   viru   spread      twitter      vccngzaz  ,-1
1336,1336,1.24759E+18,1.24759E+18,1.58628E+12,07-04-2020 23:54,530,,I wonder what we were so agitated about😂😂😂 @NeilNMukesh May be at corona haha. #throwback bypassing time. #shootlife #tahershabbirslavetocinema @ R.A.T FILMS  https://www.instagram.com/p/B-sIjyOAya3/?igshid=19rjfnle6tx5y …,"['#throwback', '#shootlife', '#tahershabbirslavetocinema']",[],56691184,56691184,taher07,TAHER SM,2,23,https://twitter.com/taher07/status/1247590996843671552,FALSE,5,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '56691184', 'username': 'taher07'}, {'user_id': '70903729', 'username': 'NeilNMukesh'}]",,,,,wonder   agit   may   corona   haha   throwback   bypass   time   shootlif   tahershabbirslavetocinema   r   film   http   ww   instagram      p   b   sijyoaya   igshid   rjfnletxi  ,0
