,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,tweet,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tokens,predictions
1116,1116,1243826594688442370,1243826594688442370,1585386344000,2020-03-28 14:35:44,530,,please help just need hours for joining then will work from home help please …,[],[],1534572091,1534572091,Rohtak_Kohinoor,Rahul Rohtaki,6,14,https://twitter.com/Rohtak_Kohinoor/status/1243826594688442370,False,0,0,0,https://twitter.com/Rohtak_Kohinoor/status/1243615187145555969,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1534572091', 'username': 'Rohtak_Kohinoor'}, {'user_id': '58243368', 'username': 'nsitharaman'}, {'user_id': '3437532637', 'username': 'myogiadityanath'}, {'user_id': '42606652', 'username': 'aajtak'}, {'user_id': '39240673', 'username': 'ABPNews'}]",,,,,"['please', 'help', 'need', 'hours', 'joining', 'work', 'home', 'help', 'please', '…']",0
1117,1117,1243826327075147778,1243826327075147778,1585386280000,2020-03-28 14:34:40,530,,tips work from home pic twitter com b4ffntvkzg,"['#21dayslockdown', '#indiafightscorona']",[],906868465780236289,906868465780236289,biswakarma_nath,BISWAKARMA NATH,6,14,https://twitter.com/biswakarma_nath/status/1243826327075147778,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '906868465780236289', 'username': 'biswakarma_nath'}]",,,,,"['tips', 'work', 'home', 'pic', 'twitter', 'com', 'b4ffntvkzg']",1
1118,1118,1243825976796119040,1243825976796119040,1585386196000,2020-03-28 14:33:16,530,,stay home safe for india from corona pic twitter com lgkpuhzabr,[],[],2557029924,2557029924,sudhir131968,Sudhir Sonawane,6,14,https://twitter.com/sudhir131968/status/1243825976796119040,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2557029924', 'username': 'sudhir131968'}]",,,,,"['stay', 'home', 'safe', 'india', 'corona', 'pic', 'twitter', 'com', 'lgkpuhzabr']",0
1119,1119,1243822164748337152,1243822164748337152,1585385287000,2020-03-28 14:18:07,530,,safety tips from expert stay home stay safe  pic twitter com hzvccodlbt,"['#corona', '#coronamemes', '#coronavid19', '#coronasafetytips', '#lockdownindia', '#indialockdown', '#coronasafety', '#covid_19', '#covid19', '#familytime', '#spendtimewithfamily', '#stayhome', '#stayhomestaysafe', '#familytime', '#victorycorona']",[],1115435970441224192,1115435970441224192,DeepakS14469873,Deepak Singh Negi,6,14,https://twitter.com/DeepakS14469873/status/1243822164748337152,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1115435970441224192', 'username': 'DeepakS14469873'}]",,,,,"['safety', 'tips', 'expert', 'stay', 'home', 'stay', 'safe', 'pic', 'twitter', 'com', 'hzvccodlbt']",1
1120,1120,1243821980945649664,1243821980945649664,1585385244000,2020-03-28 14:17:24,530,,working amazon com banglore india now leave work from home but due bad network facility area amethi unable work kindly help recharged just before yesterday for 399 plan ,[],[],855654255939665920,855654255939665920,raihanamu1,Dr Raihan Nadwi Alig,6,14,https://twitter.com/raihanamu1/status/1243821980945649664,False,0,4,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '855654255939665920', 'username': 'raihanamu1'}, {'user_id': '61180382', 'username': 'VodafoneIN'}, {'user_id': '297316370', 'username': 'ShafiNaqiJamie'}, {'user_id': '321271735', 'username': 'ndtvindia'}, {'user_id': '372754427', 'username': 'BBCHindi'}, {'user_id': '42606652', 'username': 'aajtak'}]",,,,,"['working', 'amazon', 'com', 'banglore', 'india', 'leave', 'work', 'home', 'due', 'bad', 'network', 'facility', 'area', 'amethi', 'unable', 'work', 'kindly', 'help', 'recharged', 'yesterday', '399', 'plan']",0
1121,1121,1243820970357469185,1243820970357469185,1585385003000,2020-03-28 14:13:23,530,,once this corona tension over will take days off from clg and rest home puri thakan door karunga ,[],[],2520085243,2520085243,_Itz_me_zee,itz.me.zee,6,14,https://twitter.com/_Itz_me_zee/status/1243820970357469185,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2520085243', 'username': '_Itz_me_zee'}]",,,,,"['corona', 'tension', 'take', 'days', 'clg', 'rest', 'home', 'puri', 'thakan', 'door', 'karunga']",0
1122,1122,1243818943866789890,1243818943866789890,1585384519000,2020-03-28 14:05:19,530,,drivers aren’ privileged work from home the ones who can contribute this fund please for all drivers india …,"['#drivers', '#contribute', '#driverfunds', '#ola']",[],344804641,344804641,agniva_si,Agniva Si,6,14,https://twitter.com/agniva_si/status/1243818943866789890,False,4,0,2,https://twitter.com/Hyper_aice/status/1243798024129675265,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '344804641', 'username': 'agniva_si'}]",,,,,"['drivers', 'aren’', 'privileged', 'work', 'home', 'ones', 'contribute', 'fund', 'please', 'drivers', 'india', '…']",0
1123,1123,1243818528983011328,1243818528983011328,1585384420000,2020-03-28 14:03:40,530,,swear god never seen such pathetic customer support been paying for 75mbps plan and this what get during lockdown people are supposed work from home expect the brands least deliver what they are charging for pic twitter com fbmfj6bzpt,['#fixmynet'],[],2939310151,2939310151,kanwarpss,Kanwar Pal Singh,6,14,https://twitter.com/kanwarpss/status/1243818528983011328,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2939310151', 'username': 'kanwarpss'}, {'user_id': '2897793906', 'username': 'excitel_rocks'}]",,,,,"['swear', 'god', 'never', 'seen', 'pathetic', 'customer', 'support', 'paying', '75mbps', 'plan', 'get', 'lockdown', 'people', 'supposed', 'work', 'home', 'expect', 'brands', 'least', 'deliver', 'charging', 'pic', 'twitter', 'com', 'fbmfj6bzpt']",1
1124,1124,1243817671289909251,1243817671289909251,1585384216000,2020-03-28 14:00:16,530,,work from home lock out when bai won come time learn new skills pic twitter com knonq3owlf,[],[],956917580697976833,956917580697976833,Anupbhatia7,modi government rapes public petrol 90 diesel 88,6,14,https://twitter.com/Anupbhatia7/status/1243817671289909251,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '956917580697976833', 'username': 'Anupbhatia7'}]",,,,,"['work', 'home', 'lock', 'bai', 'come', 'time', 'learn', 'new', 'skills', 'pic', 'twitter', 'com', 'knonq3owlf']",1
1126,1126,1243814905607622656,1243814905607622656,1585383557000,2020-03-28 13:49:17,530,,sir requested launch data plan for people work from home broad band service not available this http location daily data 2gb get finished creating backups ,[],[],96271382,96271382,sanpandey2612,sandeep pandey,6,13,https://twitter.com/sanpandey2612/status/1243814905607622656,False,0,2,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '96271382', 'username': 'sanpandey2612'}, {'user_id': '103323813', 'username': 'Airtel_Presence'}]",,,,,"['sir', 'requested', 'launch', 'data', 'plan', 'people', 'work', 'home', 'broad', 'band', 'service', 'available', 'http', 'location', 'daily', 'data', '2gb', 'get', 'finished', 'creating', 'backups']",1
1127,1127,1243814273026940929,1243814273026940929,1585383406000,2020-03-28 13:46:46,530,,the cure for corona now stay away from everyone just stay home till experts find the vaccine ,"['#coronaupdate', '#coronaindia', '#coronaoutbreak']",[],43915906,43915906,pramodn2,Pramod Nanjareddy,6,13,https://twitter.com/pramodn2/status/1243814273026940929,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '43915906', 'username': 'pramodn2'}]",,,,,"['cure', 'corona', 'stay', 'away', 'everyone', 'stay', 'home', 'till', 'experts', 'find', 'vaccine']",0
1128,1128,1243814147688501253,1243814147688501253,1585383376000,2020-03-28 13:46:16,530,,stick work from home  pic twitter com wgswdsiy2l,"['#coronavirusoutbreak', '#coronalockdown']",[],98714392,98714392,mohakmehra,Mohak Mehra 🇮🇳,6,13,https://twitter.com/mohakmehra/status/1243814147688501253,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '98714392', 'username': 'mohakmehra'}]",,,,,"['stick', 'work', 'home', 'pic', 'twitter', 'com', 'wgswdsiy2l']",1
1129,1129,1243813960647954433,1243813960647954433,1585383331000,2020-03-28 13:45:31,530,,work from home expertise like  oper say increment due hou boss kesy khush karna chaheay  …,[],[],612568437,612568437,mansoorveesar,منصور باگڙي🌹,6,13,https://twitter.com/mansoorveesar/status/1243813960647954433,False,2,0,0,https://twitter.com/SHABAZGIL/status/1243709112946491399,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '612568437', 'username': 'mansoorveesar'}]",,,,,"['work', 'home', 'expertise', 'like', 'oper', 'say', 'increment', 'due', 'hou', 'boss', 'kesy', 'khush', 'karna', 'chaheay', '…']",0
1130,1130,1243813188317204480,1243813188317204480,1585383147000,2020-03-28 13:42:27,530,,can you give some relief your indian employees giving some leaves holiday work from home doesn’ mean work from anywhere least ensure location hygiene your employees india for more details,[],[],103844439,103844439,samarthjani,samarthjani,6,13,https://twitter.com/samarthjani/status/1243813188317204480,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '103844439', 'username': 'samarthjani'}, {'user_id': '19151125', 'username': 'eClinicalWorks'}]",,,,,"['give', 'relief', 'indian', 'employees', 'giving', 'leaves', 'holiday', 'work', 'home', 'doesn’', 'mean', 'work', 'anywhere', 'least', 'ensure', 'location', 'hygiene', 'employees', 'india', 'details']",0
1131,1131,1243813164623384579,1243813164623384579,1585383142000,2020-03-28 13:42:22,530,,posted withregram • “missing the studio and working with the team but zoom video conferencing and this beautiful work from home set for bit really can’ complain ” says vishakha… igshid 192lbl6uhaz7x …,[],[],917297670242361344,917297670242361344,Muninder_s_c,Muninder S Chowdhry,6,13,https://twitter.com/Muninder_s_c/status/1243813164623384579,False,4,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '917297670242361344', 'username': 'Muninder_s_c'}, {'user_id': '702035420163387392', 'username': 'goodhomesindia'}]",,,,,"['posted', 'withregram', '•', '“missing', 'studio', 'working', 'team', 'zoom', 'video', 'conferencing', 'beautiful', 'work', 'home', 'set', 'bit', 'really', 'can’', 'complain', '”', 'says', 'vishakha…', 'igshid', '192lbl6uhaz7x', '…']",1
1132,1132,1243809549250727936,1243804510620770307,1585382280000,2020-03-28 13:28:00,530,,work from home  pic twitter com jynd8fein5,[],[],873791588,873791588,BeinGasH18,a a ѕ н υ 🇮🇳,6,13,https://twitter.com/BeinGasH18/status/1243809549250727936,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '873791588', 'username': 'BeinGasH18'}, {'user_id': '854412555019837440', 'username': 'imNeha_D'}, {'user_id': '788615347175817216', 'username': 'samsays_18'}, {'user_id': '2225102534', 'username': 'ViratBomB'}, {'user_id': '926436532373749760', 'username': 'happy100rbh'}, {'user_id': '3270190651', 'username': 'imChinmoy18'}, {'user_id': '631683484', 'username': 'VivekVm45'}]",,,,,"['work', 'home', 'pic', 'twitter', 'com', 'jynd8fein5']",1
1133,1133,1243809068654960640,1243809068654960640,1585382165000,2020-03-28 13:26:05,530,,complete protection from corona virus that rest and stay home room and heated the room which temprature rise 40c centigrade this temprature corona will die pic twitter com smuhiytmnb,[],[],1123857207328747520,1123857207328747520,SherMuhammadWa3,Sher Muhammad Wazir,6,13,https://twitter.com/SherMuhammadWa3/status/1243809068654960640,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1123857207328747520', 'username': 'SherMuhammadWa3'}]",,,,,"['complete', 'protection', 'corona', 'virus', 'rest', 'stay', 'home', 'room', 'heated', 'room', 'temprature', 'rise', '40c', 'centigrade', 'temprature', 'corona', 'die', 'pic', 'twitter', 'com', 'smuhiytmnb']",0
1134,1134,1243809005312466944,1243806393901056000,1585382150000,2020-03-28 13:25:50,530,,humour ’ blessing getting wrong ’ work from home advert opportunity hurray ,[],[],328978942,328978942,DograNishant,Nishant Dogra,6,13,https://twitter.com/DograNishant/status/1243809005312466944,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '328978942', 'username': 'DograNishant'}, {'user_id': '130170570', 'username': 'chowdhariansh'}]",,,,,"['humour', '’', 'blessing', 'getting', 'wrong', '’', 'work', 'home', 'advert', 'opportunity', 'hurray']",1
1135,1135,1243807135940497408,1243807135940497408,1585381704000,2020-03-28 13:18:24,530,,wfh for weekdays means work from home for weekends wfh means work for home ,"['#lockdownlessons', '#ckmkb']",[],41980948,41980948,DeoDivtya,Divtya,6,13,https://twitter.com/DeoDivtya/status/1243807135940497408,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '41980948', 'username': 'DeoDivtya'}]",,,,,"['wfh', 'weekdays', 'means', 'work', 'home', 'weekends', 'wfh', 'means', 'work', 'home']",0
1136,1136,1243806976112562176,1243806976112562176,1585381666000,2020-03-28 13:17:46,530,,during this quarantine there’ things like far stay home after months away from them more time with family relax release anxiety read read and read research get… igshid 1i5ekrkw6cjvs …,[],[],626491251,626491251,JerWillRy,Jer Will,6,13,https://twitter.com/JerWillRy/status/1243806976112562176,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '626491251', 'username': 'JerWillRy'}]",,,,,"['quarantine', 'there’', 'things', 'like', 'far', 'stay', 'home', 'months', 'away', 'time', 'family', 'relax', 'release', 'anxiety', 'read', 'read', 'read', 'research', 'get…', 'igshid', '1i5ekrkw6cjvs', '…']",0
1137,1137,1243806532350828546,1243806532350828546,1585381560000,2020-03-28 13:16:00,530,,sir dont need the lifeline flow commodities during this corona pandemic please stay home stay safe cuz dont need people from kerala spread corona coorg  …,[],[],1169099713905188864,1169099713905188864,PonnannaShirin,black hammer,6,13,https://twitter.com/PonnannaShirin/status/1243806532350828546,False,0,0,0,https://twitter.com/ANI/status/1243766733938102274,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1169099713905188864', 'username': 'PonnannaShirin'}, {'user_id': '2707179805', 'username': 'vijayanpinarayi'}]",,,,,"['sir', 'dont', 'need', 'lifeline', 'flow', 'commodities', 'corona', 'pandemic', 'please', 'stay', 'home', 'stay', 'safe', 'cuz', 'dont', 'need', 'people', 'kerala', 'spread', 'corona', 'coorg', '…']",0
1138,1138,1243806383780184066,1243806383780184066,1585381525000,2020-03-28 13:15:25,530,Maruti Suzuki Manesar Plant,dear sir want inform that worker company gurugram manesar sector belong from varanasi uttar pradesh have very troubling there due lockdown please help reache our home stuck here and have any options how can – maruti suzuki manesar plant,[],[],1243803896901816320,1243803896901816320,Vishwas83789636,Vishwas Mishra,6,13,https://twitter.com/Vishwas83789636/status/1243806383780184066,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1243803896901816320', 'username': 'Vishwas83789636'}, {'user_id': '3437532637', 'username': 'myogiadityanath'}]",,,,,"['dear', 'sir', 'want', 'inform', 'worker', 'company', 'gurugram', 'manesar', 'sector', 'belong', 'varanasi', 'uttar', 'pradesh', 'troubling', 'due', 'lockdown', 'please', 'help', 'reache', 'home', 'stuck', 'options', '–', 'maruti', 'suzuki', 'manesar', 'plant']",1
1139,1139,1243805613995393025,1243805613995393025,1585381341000,2020-03-28 13:12:21,530,,sirs social media doing both good bad this time corona largely has created panic anxiety many especially children youth who stay away from their home wud great can specifically talk these masses over ,[],[],959015786105921538,959015786105921538,Gshankar_IN,தேசமே தெய்வம் 🚩🇮🇳,6,13,https://twitter.com/Gshankar_IN/status/1243805613995393025,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '959015786105921538', 'username': 'Gshankar_IN'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '1019887446417215489', 'username': 'Vijayabaskarofl'}, {'user_id': '77732185', 'username': 'drharshvardhan'}]",,,,,"['sirs', 'social', 'media', 'good', 'bad', 'time', 'corona', 'largely', 'created', 'panic', 'anxiety', 'many', 'especially', 'children', 'youth', 'stay', 'away', 'home', 'wud', 'great', 'specifically', 'talk', 'masses']",1
1140,1140,1243804306869895168,1243804306869895168,1585381030000,2020-03-28 13:07:10,530,,work from home pic twitter com lfjdiyd8ty,['#stayhome'],[],812775260,812775260,Maheshjmt,Mahesh verma,6,13,https://twitter.com/Maheshjmt/status/1243804306869895168,False,0,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '812775260', 'username': 'Maheshjmt'}, {'user_id': '39240673', 'username': 'ABPNews'}]",,,,,"['work', 'home', 'pic', 'twitter', 'com', 'lfjdiyd8ty']",1
1141,1141,1243803918519300099,1243803918519300099,1585380937000,2020-03-28 13:05:37,530,,dear sir are completely home arrest from last days but inform you that people are not following lockdown and roaming freely our colony requeste you please take serious note this that everyone should follow the instructions save our,[],[],1242800599000735754,1242800599000735754,Abhijee24677127,Abhijeet,6,13,https://twitter.com/Abhijee24677127/status/1243803918519300099,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1242800599000735754', 'username': 'Abhijee24677127'}, {'user_id': '4830038120', 'username': 'DCPNEastDelhi'}]",,,,,"['dear', 'sir', 'completely', 'home', 'arrest', 'last', 'days', 'inform', 'people', 'following', 'lockdown', 'roaming', 'freely', 'colony', 'requeste', 'please', 'take', 'serious', 'note', 'everyone', 'follow', 'instructions', 'save']",1
1142,1142,1243802409601654785,1243802409601654785,1585380577000,2020-03-28 12:59:37,530,Keshavardhini Bus Stand,techies can volunteer from home looking for volunteers join the fight against covid interested volunteers can register @ https tnega gov – keshavardhini bus stand,"['#volunteer', '#volunteerfromhome', '#tnega', '#tngovt', '#stopcoronatn', '#mnmyouthwing', '#paulpradeep']",[],169031958,169031958,cnpaulpradeep,Paul Pradeep CN,6,12,https://twitter.com/cnpaulpradeep/status/1243802409601654785,False,2,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '169031958', 'username': 'cnpaulpradeep'}, {'user_id': '1214439624245829632', 'username': 'YouthWingMNM'}, {'user_id': '225818648', 'username': 'MaiamITOfficial'}]",,,,,"['techies', 'volunteer', 'home', 'looking', 'volunteers', 'join', 'fight', 'covid', 'interested', 'volunteers', 'register', 'https', 'tnega', 'gov', '–', 'keshavardhini', 'bus', 'stand']",1
1143,1143,1243802020688982016,1243802020688982016,1585380485000,2020-03-28 12:58:05,530,,dear serial going telecast again from tomorrow please watch your home ramayana along with your father brother and these days please don respond like mad next time ,"['#ramayan', '#ramayana', '#shatrughan', '#luv', '#kush', '#lockdown']",[],760971672,760971672,girikumarbasant,#बसंत कुमार,6,12,https://twitter.com/girikumarbasant/status/1243802020688982016,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '760971672', 'username': 'girikumarbasant'}, {'user_id': '94163409', 'username': 'sonakshisinha'}]",,,,,"['dear', 'serial', 'going', 'telecast', 'tomorrow', 'please', 'watch', 'home', 'ramayana', 'along', 'father', 'brother', 'days', 'please', 'respond', 'like', 'mad', 'next', 'time']",1
1144,1144,1243801545398861830,1243801545398861830,1585380371000,2020-03-28 12:56:11,530,,"this inform you that not from bhopal due lockdown unable went home all restaurants hotels are closed during lockdown need food requesting you help thanks regards
pratik khandelwal",[],[],820949531063910400,820949531063910400,pratik4sum1,Pratik Khandelwal,6,12,https://twitter.com/pratik4sum1/status/1243801545398861830,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '820949531063910400', 'username': 'pratik4sum1'}, {'user_id': '978179906046701571', 'username': 'CollectorBhopal'}]",,,,,"['inform', 'bhopal', 'due', 'lockdown', 'unable', 'went', 'home', 'restaurants', 'hotels', 'closed', 'lockdown', 'need', 'food', 'requesting', 'help', 'thanks', 'regards', 'pratik', 'khandelwal']",0
1145,1145,1243798233026973697,1243798233026973697,1585379582000,2020-03-28 12:43:02,530,,work​ from​ home ​  pic twitter com iqb8f9rsis,[],[],781997613604216832,781997613604216832,Gu_blue87,คุณชาย ผ้าขาวม้า,6,12,https://twitter.com/Gu_blue87/status/1243798233026973697,False,49,0,2,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '781997613604216832', 'username': 'Gu_blue87'}]",,,,,"['work\u200b', 'from\u200b', 'home', '\u200b', 'pic', 'twitter', 'com', 'iqb8f9rsis']",1
1146,1146,1243798149615030272,1243793046900219904,1585379562000,2020-03-28 12:42:42,530,,salam alikum abbas visiting family dikhan from past days and did self isolation question what the process some one identified covid patient with serious issues will kept home isolation will taken quarantine ,[],[],1015671162452480000,1015671162452480000,abbas01ali,Abbas,6,12,https://twitter.com/abbas01ali/status/1243798149615030272,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1015671162452480000', 'username': 'abbas01ali'}, {'user_id': '20671067', 'username': 'Jhagra'}]",,,,,"['salam', 'alikum', 'abbas', 'visiting', 'family', 'dikhan', 'past', 'days', 'self', 'isolation', 'question', 'process', 'one', 'identified', 'covid', 'patient', 'serious', 'issues', 'kept', 'home', 'isolation', 'taken', 'quarantine']",0
1147,1147,1243796851096268800,1243796851096268800,1585379252000,2020-03-28 12:37:32,530,,this case our tipa this house merely 400 meters away from home careful @ tipa road dharamkot igshid 14nkpqxojhtfs …,"['#stayhome', '#stayhealthy', '#covid_19', '#quarantine']",[],595571382,595571382,bhushansarin,bhushan A.k.a = k.B,6,12,https://twitter.com/bhushansarin/status/1243796851096268800,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '595571382', 'username': 'bhushansarin'}]",,,,,"['case', 'tipa', 'house', 'merely', '400', 'meters', 'away', 'home', 'careful', 'tipa', 'road', 'dharamkot', 'igshid', '14nkpqxojhtfs', '…']",0
1148,1148,1243796148793597953,1243796148793597953,1585379085000,2020-03-28 12:34:45,530,,please give rights broadband vendors that can start work from home its been days our management requesting work but because broadband connection cannot work humble request our please give thodi dheel broadband vendors ,[],[],1162679723433971715,1162679723433971715,Himansh55909648,Himanshu Sethi,6,12,https://twitter.com/Himansh55909648/status/1243796148793597953,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1162679723433971715', 'username': 'Himansh55909648'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}]",,,,,"['please', 'give', 'rights', 'broadband', 'vendors', 'start', 'work', 'home', 'days', 'management', 'requesting', 'work', 'broadband', 'connection', 'cannot', 'work', 'humble', 'request', 'please', 'give', 'thodi', 'dheel', 'broadband', 'vendors']",0
1149,1149,1243795186016108544,1243795186016108544,1585378855000,2020-03-28 12:30:55,530,,"struggling get jio connected phone help out immediately work from home what’ the password for jiofi
",[],[],2474340787,2474340787,faizanpl,SiMpLy FaIz,6,12,https://twitter.com/faizanpl/status/1243795186016108544,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2474340787', 'username': 'faizanpl'}, {'user_id': '929129743', 'username': 'reliancejio'}]",,,,,"['struggling', 'get', 'jio', 'connected', 'phone', 'help', 'immediately', 'work', 'home', 'what’', 'password', 'jiofi']",0
1150,1150,1243793593942376453,1243793593942376453,1585378476000,2020-03-28 12:24:36,530,,peoples are saying that lockdown will for 3months this request from government please stay home for ,"['#21days', '#stayathomesavelives', '#coronalockdown']",[],1242493184757780480,1242493184757780480,RajJang45294275,Raj Jangid,6,12,https://twitter.com/RajJang45294275/status/1243793593942376453,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1242493184757780480', 'username': 'RajJang45294275'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '207809313', 'username': 'BJP4India'}, {'user_id': '108538423', 'username': 'richaanirudh'}]",,,,,"['peoples', 'saying', 'lockdown', '3months', 'request', 'government', 'please', 'stay', 'home']",0
1151,1151,1243793565056028673,1243793565056028673,1585378469000,2020-03-28 12:24:29,530,,here’ our entirely work from home issue very proud read the website paper you can’ get copy the paper pic twitter com w0c32ifw4i,[],[],1015446373620215808,1015446373620215808,sarvatathagata,Bibek Bhattacharya,6,12,https://twitter.com/sarvatathagata/status/1243793565056028673,False,24,2,5,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR work from home OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1015446373620215808', 'username': 'sarvatathagata'}, {'user_id': '90565865', 'username': 'Mint_Lounge'}]",,,,,"['here’', 'entirely', 'work', 'home', 'issue', 'proud', 'read', 'website', 'paper', 'can’', 'get', 'copy', 'paper', 'pic', 'twitter', 'com', 'w0c32ifw4i']",1
